职业,领域,索引,名称,等级,消耗,失败率
"圣骑士","恶魔",32,"变形恶魔领主",50,120,95
"圣骑士","圣战",1,"惩戒",1,1,20
"圣骑士","圣战",2,"探测邪恶",3,1,30
"圣骑士","圣战",3,"移除恐惧",5,4,35
"圣骑士","圣战",4,"恐吓怪物",8,8,30
"圣骑士","圣战",5,"避难所",9,9,50
"圣骑士","圣战",6,"传送门",13,12,50
"圣骑士","圣战",7,"星尘",15,14,55
"圣骑士","圣战",8,"净化",17,12,55
"圣骑士","圣战",9,"驱散邪恶",18,18,50
"圣骑士","圣战",10,"神圣法球",22,19,55
"圣骑士","圣战",11,"驱魔",24,22,50
"圣骑士","圣战",12,"移除诅咒",27,25,80
"圣骑士","圣战",13,"感知隐形",29,28,65
"圣骑士","圣战",14,"防护邪恶",34,28,65
"圣骑士","圣战",15,"制裁之雷",43,43,85
"圣骑士","圣战",16,"圣言",40,40,85
"圣骑士","圣战",17,"开启通路",8,8,33
"圣骑士","圣战",18,"拘捕",20,20,60
"圣骑士","圣战",19,"天使斗篷",25,21,65
"圣骑士","圣战",20,"驱散不死生物与恶魔",28,28,60
"圣骑士","圣战",21,"驱散邪恶",35,32,70
"圣骑士","圣战",22,"神圣之刃",38,80,95
"圣骑士","圣战",23,"星爆",46,55,80
"圣骑士","圣战",24,"召唤天使",48,111,85
"圣骑士","圣战",25,"英雄气概",10,10,66
"圣骑士","圣战",26,"驱除诅咒",35,45,80
"圣骑士","圣战",27,"驱逐邪恶",36,33,75
"圣骑士","圣战",28,"末日审判",42,40,80
"圣骑士","圣战",29,"以眼还眼",44,50,80
"圣骑士","圣战",30,"神之愤怒",47,80,85
"圣骑士","圣战",31,"神圣干预",48,100,90
"圣骑士","圣战",32,"圣战",50,100,80
"战法师","生命",1,"治疗轻伤",2,2,30
"战法师","生命",2,"祝福",4,4,35
"战法师","生命",3,"再生",5,5,35
"战法师","生命",4,"召唤光芒",6,6,35
"战法师","生命",5,"探测门与陷阱",8,8,35
"战法师","生命",6,"治疗中伤",9,9,40
"战法师","生命",7,"解毒",14,14,40
"战法师","生命",8,"充饥",16,16,45
"战法师","生命",9,"移除诅咒",18,18,45
"战法师","生命",10,"禁食",20,20,50
"战法师","生命",11,"治疗重伤",22,22,50
"战法师","生命",12,"抵抗冷热",24,24,50
"战法师","生命",13,"感知周围",26,26,50
"战法师","生命",14,"亡灵退散",28,28,50
"战法师","生命",15,"治疗",33,33,55
"战法师","生命",16,"守护结界",40,70,75
"战法师","生命",17,"驱除诅咒",28,28,50
"战法师","生命",18,"察觉",30,30,70
"战法师","生命",19,"驱散不死生物",34,34,60
"战法师","生命",20,"维持属性",36,36,60
"战法师","生命",21,"治愈变异",38,38,70
"战法师","生命",22,"召回之语",42,55,80
"战法师","生命",23,"超越",45,45,80
"战法师","生命",24,"真实结界",50,70,80
"战法师","生命",25,"绝育",10,18,50
"战法师","生命",26,"探测",28,28,50
"战法师","生命",27,"湮灭不死生物",38,85,80
"战法师","生命",28,"透视",45,90,80
"战法师","生命",29,"完全恢复",46,90,80
"战法师","生命",30,"真实治疗",48,50,80
"战法师","生命",31,"神圣视界",49,100,90
"战法师","生命",32,"终极抵抗",50,100,80
"战法师","咒术",1,"探测怪物",1,1,23
"战法师","咒术",2,"相位门",2,2,24
"战法师","咒术",3,"探测门与陷阱",3,3,25
"战法师","咒术",4,"区域照明",4,4,30
"战法师","咒术",5,"混乱单一怪物",5,5,30
"战法师","咒术",6,"传送",6,6,35
"战法师","咒术",7,"催眠单一怪物",7,7,30
"战法师","咒术",8,"充能",8,8,75
"战法师","咒术",9,"魔法探知",10,9,75
"战法师","咒术",10,"批量鉴定",11,10,75
"战法师","咒术",11,"减速单一怪物",12,11,75
"战法师","咒术",12,"群体静滞",13,12,50
"战法师","咒术",13,"传送离开",20,15,60
"战法师","咒术",14,"自我加速",27,18,60
"战法师","咒术",15,"真实探测",33,25,70
"战法师","咒术",16,"真实鉴定",40,40,75
"战法师","咒术",17,"物品栏保护",4,4,25
"战法师","咒术",18,"制造阶梯",14,12,80
"战法师","咒术",19,"感知心灵",16,14,60
"战法师","咒术",20,"传送到城镇",21,35,70
"战法师","咒术",21,"自我知识",19,19,85
"战法师","咒术",22,"传送楼层",24,22,60
"战法师","咒术",23,"召回之语",28,28,75
"战法师","咒术",24,"任意门",44,45,70
"战法师","咒术",25,"探知",12,12,40
"战法师","咒术",26,"制造门",23,28,80
"战法师","咒术",27,"隔空取物",19,19,75
"战法师","咒术",28,"透视",35,45,80
"战法师","咒术",29,"装置精通",45,85,90
"战法师","咒术",30,"炼金术",46,55,90
"战法师","咒术",31,"放逐",48,50,80
"战法师","咒术",32,"无敌结界",48,75,85
"战法师","自然",1,"探测生物",2,2,23
"战法师","自然",2,"闪电",3,3,25
"战法师","自然",3,"探测门与陷阱",4,4,25
"战法师","自然",4,"制造食物",5,5,35
"战法师","自然",5,"昼光",6,6,50
"战法师","自然",6,"御风而行",7,7,50
"战法师","自然",7,"抵抗环境",8,8,50
"战法师","自然",8,"治愈伤口与中毒",9,9,35
"战法师","自然",9,"化石为泥",10,10,40
"战法师","自然",10,"冰霜之矢",11,11,30
"战法师","自然",11,"自然感知",12,12,45
"战法师","自然",12,"火之矢",13,13,40
"战法师","自然",13,"阳光射线",14,14,30
"战法师","自然",14,"纠缠",19,15,65
"战法师","自然",15,"自然之门",31,31,65
"战法师","自然",16,"草药治疗",45,60,85
"战法师","自然",17,"建造阶梯",12,12,40
"战法师","自然",18,"石肤术",15,15,75
"战法师","自然",19,"真实抵抗",20,22,85
"战法师","自然",20,"制造森林",25,30,85
"战法师","自然",21,"与石交谈",40,42,90
"战法师","自然",22,"石墙术",45,48,75
"战法师","自然",23,"防腐保护",46,95,90
"战法师","自然",24,"召唤阳光",47,41,90
"战法师","自然",25,"地震",25,25,60
"战法师","自然",26,"火焰风暴",27,27,60
"战法师","自然",27,"暴风雪",28,28,75
"战法师","自然",28,"闪电风暴",33,33,75
"战法师","自然",29,"漩涡",38,38,85
"战法师","自然",30,"寒冰之矢",43,45,75
"战法师","自然",31,"重力风暴",45,45,75
"战法师","自然",32,"自然之怒",50,85,65
"战法师","混沌",1,"魔法飞弹",2,2,20
"战法师","混沌",2,"陷阱/门破坏",3,3,22
"战法师","混沌",3,"闪光",4,4,25
"战法师","混沌",4,"混乱之触",5,5,30
"战法师","混沌",5,"法力爆发",8,8,30
"战法师","混沌",6,"火之矢",11,11,45
"战法师","混沌",7,"力场之拳",17,15,45
"战法师","混沌",8,"传送自身",18,17,35
"战法师","混沌",9,"奇迹",21,21,45
"战法师","混沌",10,"混沌之矢",23,22,45
"战法师","混沌",11,"音爆",27,25,50
"战法师","混沌",12,"毁灭之矢",29,30,50
"战法师","混沌",13,"火球",33,33,50
"战法师","混沌",14,"传送他人",37,35,60
"战法师","混沌",15,"毁灭之语",41,40,80
"战法师","混沌",16,"唤起洛格鲁斯",48,50,85
"战法师","混沌",17,"变形他人",12,12,45
"战法师","混沌",18,"连锁闪电",17,16,60
"战法师","混沌",19,"奥术绑定",20,18,80
"战法师","混沌",20,"解离",27,25,60
"战法师","混沌",21,"改变现实",35,30,85
"战法师","混沌",22,"魔法火箭",46,46,85
"战法师","混沌",23,"混沌烙印",49,95,80
"战法师","混沌",24,"召唤恶魔",50,111,80
"战法师","混沌",25,"重力射线",24,20,66
"战法师","混沌",26,"陨石雨",40,35,85
"战法师","混沌",27,"烈焰打击",41,39,75
"战法师","混沌",28,"召唤混沌",45,55,85
"战法师","混沌",29,"变形自身",48,48,80
"战法师","混沌",30,"法力风暴",49,60,85
"战法师","混沌",31,"喷吐洛格鲁斯",50,100,80
"战法师","混沌",32,"呼唤虚空",50,100,85
"战法师","死亡",1,"探测非生命体",1,1,25
"战法师","死亡",2,"恶咒",2,2,25
"战法师","死亡",3,"探测邪恶",3,3,25
"战法师","死亡",4,"臭气云",4,4,27
"战法师","死亡",5,"黑死眠",7,7,30
"战法师","死亡",6,"死灵抗性",9,10,75
"战法师","死亡",7,"惊骇",10,10,30
"战法师","死亡",8,"奴役不死生物",12,12,30
"战法师","死亡",9,"熵之法球",14,14,40
"战法师","死亡",10,"地狱之矢",16,16,30
"战法师","死亡",11,"死云术",21,21,50
"战法师","死亡",12,"单体灭绝",28,28,85
"战法师","死亡",13,"毒素烙印",35,75,80
"战法师","死亡",14,"吸血汲取",38,35,60
"战法师","死亡",15,"操纵死尸",44,55,80
"战法师","死亡",16,"灭绝",46,45,95
"战法师","死亡",17,"狂暴",10,22,80
"战法师","死亡",18,"唤起幽魂",12,18,80
"战法师","死亡",19,"暗之矢",14,18,30
"战法师","死亡",20,"战斗狂热",30,30,75
"战法师","死亡",21,"吸血烙印",42,90,70
"战法师","死亡",22,"真实吸血",43,40,60
"战法师","死亡",23,"地狱冲击波",43,50,70
"战法师","死亡",24,"黑暗风暴",45,50,70
"战法师","死亡",25,"死亡射线",24,24,75
"战法师","死亡",26,"复活死者",33,80,75
"战法师","死亡",27,"秘术",35,45,95
"战法师","死亡",28,"变形吸血鬼",39,55,80
"战法师","死亡",29,"恢复生命",46,55,75
"战法师","死亡",30,"群体灭绝",48,85,80
"战法师","死亡",31,"地狱风暴",49,60,80
"战法师","死亡",32,"幽灵形态",50,123,95
"战法师","王牌",1,"相位门",1,1,25
"战法师","王牌",2,"王牌蜘蛛",5,5,25
"战法师","王牌",3,"洗牌",7,7,37
"战法师","王牌",4,"重置召回",8,7,40
"战法师","王牌",5,"传送",10,10,20
"战法师","王牌",6,"王牌探知",14,15,30
"战法师","王牌",7,"传送离开",18,18,30
"战法师","王牌",8,"王牌动物",21,23,30
"战法师","王牌",9,"王牌触及",24,23,40
"战法师","王牌",10,"王牌神风特攻",27,24,35
"战法师","王牌",11,"幻影仆从",29,26,30
"战法师","王牌",12,"加速怪物",35,32,40
"战法师","王牌",13,"传送楼层",38,38,35
"战法师","王牌",14,"任意门",41,40,45
"战法师","王牌",15,"召回之语",44,42,40
"战法师","王牌",16,"驱逐",48,46,35
"战法师","王牌",17,"交换位置",23,35,70
"战法师","王牌",18,"王牌不死生物",29,27,35
"战法师","王牌",19,"王牌爬行动物",31,30,35
"战法师","王牌",20,"王牌怪物",33,30,35
"战法师","王牌",21,"王牌猎犬",35,33,35
"战法师","王牌",22,"王牌烙印",40,80,40
"战法师","王牌",23,"活体王牌",42,120,45
"战法师","王牌",24,"王牌机械恶魔",50,135,45
"战法师","王牌",25,"王牌占卜",33,30,30
"战法师","王牌",26,"王牌学识",40,60,45
"战法师","王牌",27,"治疗怪物",42,65,40
"战法师","王牌",28,"王牌龙",45,95,40
"战法师","王牌",29,"王牌陨石",45,50,70
"战法师","王牌",30,"王牌恶魔",48,125,40
"战法师","王牌",31,"王牌高阶不死生物",49,130,40
"战法师","王牌",32,"王牌上古龙",50,135,40
"战法师","奥秘",1,"发射法术",1,1,20
"战法师","奥秘",2,"巫师之锁",2,1,33
"战法师","奥秘",3,"探测隐形",2,2,33
"战法师","奥秘",4,"探测怪物",3,3,33
"战法师","奥秘",5,"闪烁",4,4,33
"战法师","奥秘",6,"区域照明",5,5,40
"战法师","奥秘",7,"陷阱与门破坏",6,6,33
"战法师","奥秘",8,"治疗轻伤",7,7,44
"战法师","奥秘",9,"探测门与陷阱",8,8,40
"战法师","奥秘",10,"燃素",9,9,60
"战法师","奥秘",11,"探测财宝",11,10,50
"战法师","奥秘",12,"探测魔法物品",12,11,50
"战法师","奥秘",13,"探测物品",13,12,50
"战法师","奥秘",14,"解毒",14,13,50
"战法师","奥秘",15,"抵抗寒冷",15,14,50
"战法师","奥秘",16,"抵抗火焰",16,15,50
"战法师","奥秘",17,"抵抗闪电",17,16,50
"战法师","奥秘",18,"抵抗酸液",18,17,50
"战法师","奥秘",19,"治疗中伤",19,18,33
"战法师","奥秘",20,"传送",20,20,50
"战法师","奥秘",21,"鉴定",23,30,60
"战法师","奥秘",22,"化石为泥",25,23,60
"战法师","奥秘",23,"光之射线",28,25,60
"战法师","奥秘",24,"充饥",30,27,70
"战法师","奥秘",25,"识破隐形",33,30,60
"战法师","奥秘",26,"抵抗毒素",35,35,80
"战法师","奥秘",27,"传送楼层",39,38,80
"战法师","奥秘",28,"传送离开",43,42,70
"战法师","奥秘",29,"充能",45,44,66
"战法师","奥秘",30,"探测",47,45,80
"战法师","奥秘",31,"召回之语",48,65,70
"战法师","奥秘",32,"透视",50,140,80
"战法师","工匠",1,"次级附魔",2,2,25
"战法师","工匠",2,"再生",3,3,25
"战法师","工匠",3,"充饥",5,4,35
"战法师","工匠",4,"抵抗寒冷",7,8,40
"战法师","工匠",5,"抵抗火焰",8,8,40
"战法师","工匠",6,"英雄气概",10,10,50
"战法师","工匠",7,"抵抗闪电",12,8,40
"战法师","工匠",8,"抵抗酸液",13,8,40
"战法师","工匠",9,"识破隐形",15,17,55
"战法师","工匠",10,"移除诅咒",20,20,60
"战法师","工匠",11,"抵抗毒素",22,22,65
"战法师","工匠",12,"狂暴",25,24,80
"战法师","工匠",13,"自我知识",26,25,85
"战法师","工匠",14,"鉴定",31,30,65
"战法师","工匠",15,"治愈",34,33,70
"战法师","工匠",16,"元素烙印",44,80,90
"战法师","工匠",17,"心灵感应",16,16,50
"战法师","工匠",18,"石肤术",18,13,75
"战法师","工匠",19,"抵抗",24,25,90
"战法师","工匠",20,"自我加速",28,18,60
"战法师","工匠",21,"旋风斩",35,45,60
"战法师","工匠",22,"打磨盾牌",38,55,75
"战法师","工匠",23,"武器精通",45,80,70
"战法师","工匠",24,"魔法护甲",48,65,70
"战法师","工匠",25,"移除所有诅咒",17,17,70
"战法师","工匠",26,"纯化",35,65,80
"战法师","工匠",27,"真实知识",40,55,90
"战法师","工匠",28,"附魔",43,100,95
"战法师","工匠",29,"工艺",45,110,95
"战法师","工匠",30,"活体王牌",47,120,80
"战法师","工匠",31,"免疫",50,75,80
"战法师","恶魔",1,"魔法飞弹",2,2,20
"战法师","恶魔",2,"探测非生命体",3,2,22
"战法师","恶魔",3,"邪恶祝福",5,4,25
"战法师","恶魔",4,"抵抗火焰",7,8,30
"战法师","恶魔",5,"惊骇",11,8,30
"战法师","恶魔",6,"地狱之矢",13,10,50
"战法师","恶魔",7,"召唤原魔",15,13,35
"战法师","恶魔",8,"地狱之焰",16,16,45
"战法师","恶魔",9,"支配恶魔",19,19,45
"战法师","恶魔",10,"视界",24,20,60
"战法师","恶魔",11,"抵抗地狱",26,25,50
"战法师","恶魔",12,"等离子之矢",29,30,50
"战法师","恶魔",13,"火球",33,33,50
"战法师","恶魔",14,"火焰烙印",35,75,80
"战法师","恶魔",15,"地狱球",42,34,70
"战法师","恶魔",16,"召唤恶魔",44,90,85
"战法师","恶魔",17,"恶魔之眼",16,16,45
"战法师","恶魔",18,"恶魔斗篷",19,22,60
"战法师","恶魔",19,"熔岩之流",37,50,60
"战法师","恶魔",20,"等离子球",38,35,80
"战法师","恶魔",21,"变形恶魔",39,55,80
"战法师","恶魔",22,"地狱冲击波",42,38,80
"战法师","恶魔",23,"魅魔之吻",46,45,75
"战法师","恶魔",24,"末日之手",50,108,80
"战法师","恶魔",25,"提振士气",10,10,66
"战法师","恶魔",26,"不朽之躯",32,32,85
"战法师","恶魔",27,"疯狂法阵",41,48,80
"战法师","恶魔",28,"引爆宠物",46,62,85
"战法师","恶魔",29,"召唤高阶恶魔",48,111,85
"战法师","恶魔",30,"地狱之火",50,110,95
"战法师","恶魔",31,"送入地狱",50,105,80
"战法师","恶魔",32,"变形恶魔领主",50,80,85
"战法师","圣战",1,"惩戒",2,1,20
"战法师","圣战",2,"探测邪恶",4,2,30
"战法师","圣战",3,"移除恐惧",6,6,35
"战法师","圣战",4,"恐吓怪物",9,9,30
"战法师","圣战",5,"避难所",12,12,50
"战法师","圣战",6,"传送门",14,14,50
"战法师","圣战",7,"星尘",15,14,55
"战法师","圣战",8,"净化",17,12,55
"战法师","圣战",9,"驱散邪恶",20,20,50
"战法师","圣战",10,"神圣法球",24,22,55
"战法师","圣战",11,"驱魔",27,26,50
"战法师","圣战",12,"移除诅咒",29,28,80
"战法师","圣战",13,"感知隐形",31,30,65
"战法师","圣战",14,"防护邪恶",35,28,65
"战法师","圣战",15,"制裁之雷",42,38,85
"战法师","圣战",16,"圣言",45,45,80
"战法师","圣战",17,"开启通路",7,6,33
"战法师","圣战",18,"拘捕",23,20,60
"战法师","圣战",19,"天使斗篷",26,22,65
"战法师","圣战",20,"驱散不死生物与恶魔",30,30,65
"战法师","圣战",21,"驱散邪恶",37,37,65
"战法师","圣战",22,"神圣之刃",39,80,95
"战法师","圣战",23,"星爆",45,55,70
"战法师","圣战",24,"召唤天使",48,111,85
"战法师","圣战",25,"英雄气概",10,10,66
"战法师","圣战",26,"驱除诅咒",36,45,80
"战法师","圣战",27,"驱逐邪恶",39,35,80
"战法师","圣战",28,"末日审判",42,40,80
"战法师","圣战",29,"以眼还眼",44,50,80
"战法师","圣战",30,"神之愤怒",48,80,85
"战法师","圣战",31,"神圣干预",49,100,90
"战法师","圣战",32,"圣战",50,100,80
"战法师","毁灭",1,"闪电之矢",2,3,30
"战法师","毁灭",2,"冰霜之矢",5,4,30
"战法师","毁灭",3,"火之矢",7,6,40
"战法师","毁灭",4,"酸液之矢",8,7,40
"战法师","毁灭",5,"闪电球",11,9,40
"战法师","毁灭",6,"冰霜球",13,10,45
"战法师","毁灭",7,"火球",16,14,45
"战法师","毁灭",8,"酸液球",17,15,50
"战法师","毁灭",9,"碎片之矢",19,15,50
"战法师","毁灭",10,"重力之矢",22,19,60
"战法师","毁灭",11,"等离子之矢",23,21,60
"战法师","毁灭",12,"陨石",25,25,60
"战法师","毁灭",13,"雷鸣爆",27,27,60
"战法师","毁灭",14,"狂风爆",32,29,60
"战法师","毁灭",15,"地狱风暴",34,35,60
"战法师","毁灭",16,"火箭",37,44,60
"战法师","毁灭",17,"寒冰之矢",21,22,60
"战法师","毁灭",18,"水球",23,27,60
"战法师","毁灭",19,"喷吐闪电",25,26,60
"战法师","毁灭",20,"喷吐冰霜",27,28,60
"战法师","毁灭",21,"喷吐火焰",29,30,70
"战法师","毁灭",22,"喷吐酸液",33,35,70
"战法师","毁灭",23,"喷吐等离子",35,45,70
"战法师","毁灭",24,"喷吐重力",42,45,70
"战法师","毁灭",25,"法力之矢",25,20,50
"战法师","毁灭",26,"等离子球",31,26,60
"战法师","毁灭",27,"法力球",37,32,70
"战法师","毁灭",28,"喷吐声波",41,35,70
"战法师","毁灭",29,"喷吐迟缓",44,40,70
"战法师","毁灭",30,"喷吐解离",46,55,80
"战法师","毁灭",31,"喷吐法力",49,60,85
"战法师","毁灭",32,"喷吐碎片",50,65,85
"混沌战士","混沌",1,"魔法飞弹",2,1,20
"混沌战士","混沌",2,"陷阱/门破坏",3,2,22
"混沌战士","混沌",3,"闪光",4,3,25
"混沌战士","混沌",4,"混乱之触",5,4,30
"混沌战士","混沌",5,"法力爆发",7,7,30
"混沌战士","混沌",6,"火之矢",8,7,45
"混沌战士","混沌",7,"力场之拳",15,9,45
"混沌战士","混沌",8,"传送自身",16,10,35
"混沌战士","混沌",9,"奇迹",19,12,45
"混沌战士","混沌",10,"混沌之矢",22,14,45
"混沌战士","混沌",11,"音爆",25,17,50
"混沌战士","混沌",12,"毁灭之矢",28,18,50
"混沌战士","混沌",13,"火球",30,20,50
"混沌战士","混沌",14,"传送他人",33,24,60
"混沌战士","混沌",15,"毁灭之语",36,26,80
"混沌战士","混沌",16,"唤起洛格鲁斯",40,45,85
"混沌战士","混沌",17,"变形他人",11,11,45
"混沌战士","混沌",18,"连锁闪电",14,14,60
"混沌战士","混沌",19,"奥术绑定",16,15,80
"混沌战士","混沌",20,"解离",23,23,60
"混沌战士","混沌",21,"改变现实",30,30,85
"混沌战士","混沌",22,"魔法火箭",40,41,80
"混沌战士","混沌",23,"混沌烙印",45,90,80
"混沌战士","混沌",24,"召唤恶魔",47,100,80
"混沌战士","混沌",25,"重力射线",23,23,66
"混沌战士","混沌",26,"陨石雨",35,35,85
"混沌战士","混沌",27,"烈焰打击",37,37,75
"混沌战士","混沌",28,"召唤混沌",39,40,85
"混沌战士","混沌",29,"变形自身",42,50,85
"混沌战士","混沌",30,"法力风暴",45,58,85
"混沌战士","混沌",31,"喷吐洛格鲁斯",48,100,80
"混沌战士","混沌",32,"呼唤虚空",49,100,85
"混沌战士","恶魔",1,"魔法飞弹",2,1,20
"混沌战士","恶魔",2,"探测非生命体",3,2,22
"混沌战士","恶魔",3,"邪恶祝福",5,4,25
"混沌战士","恶魔",4,"抵抗火焰",6,6,30
"混沌战士","恶魔",5,"惊骇",8,7,30
"混沌战士","恶魔",6,"地狱之矢",10,8,50
"混沌战士","恶魔",7,"召唤原魔",12,10,35
"混沌战士","恶魔",8,"地狱之焰",13,13,45
"混沌战士","恶魔",9,"支配恶魔",16,15,45
"混沌战士","恶魔",10,"视界",23,22,50
"混沌战士","恶魔",11,"抵抗地狱",24,24,50
"混沌战士","恶魔",12,"等离子之矢",28,18,50
"混沌战士","恶魔",13,"火球",30,20,50
"混沌战士","恶魔",14,"火焰烙印",33,75,90
"混沌战士","恶魔",15,"地狱球",38,32,70
"混沌战士","恶魔",16,"召唤恶魔",39,85,90
"混沌战士","恶魔",17,"恶魔之眼",15,15,45
"混沌战士","恶魔",18,"恶魔斗篷",18,20,60
"混沌战士","恶魔",19,"熔岩之流",27,27,80
"混沌战士","恶魔",20,"等离子球",35,32,80
"混沌战士","恶魔",21,"变形恶魔",36,45,85
"混沌战士","恶魔",22,"地狱冲击波",37,40,75
"混沌战士","恶魔",23,"魅魔之吻",40,43,60
"混沌战士","恶魔",24,"末日之手",46,90,90
"混沌战士","恶魔",25,"提振士气",11,11,66
"混沌战士","恶魔",26,"不朽之躯",29,28,85
"混沌战士","恶魔",27,"疯狂法阵",36,37,80
"混沌战士","恶魔",28,"引爆宠物",41,55,85
"混沌战士","恶魔",29,"召唤高阶恶魔",43,100,85
"混沌战士","恶魔",30,"地狱之火",45,95,90
"混沌战士","恶魔",31,"送入地狱",48,105,80
"混沌战士","恶魔",32,"变形恶魔领主",49,80,85
"武僧","生命",1,"治疗轻伤",1,1,30
"武僧","生命",2,"祝福",2,2,35
"武僧","生命",3,"再生",3,3,35
"武僧","生命",4,"召唤光芒",4,4,35
"武僧","生命",5,"探测门与陷阱",5,5,35
"武僧","生命",6,"治疗中伤",8,6,40
"武僧","生命",7,"解毒",11,10,40
"武僧","生命",8,"充饥",13,12,45
"武僧","生命",9,"移除诅咒",15,12,45
"武僧","生命",10,"禁食",16,15,50
"武僧","生命",11,"治疗重伤",17,15,50
"武僧","生命",12,"抵抗冷热",18,16,50
"武僧","生命",13,"感知周围",19,16,50
"武僧","生命",14,"亡灵退散",20,18,50
"武僧","生命",15,"治疗",30,25,55
"武僧","生命",16,"守护结界",35,70,75
"武僧","生命",17,"驱除诅咒",26,26,50
"武僧","生命",18,"察觉",28,28,70
"武僧","生命",19,"驱散不死生物",32,32,60
"武僧","生命",20,"维持属性",36,35,60
"武僧","生命",21,"治愈变异",38,35,70
"武僧","生命",22,"召回之语",40,60,80
"武僧","生命",23,"超越",45,45,80
"武僧","生命",24,"真实结界",48,64,80
"武僧","生命",25,"绝育",10,18,50
"武僧","生命",26,"探测",25,25,50
"武僧","生命",27,"湮灭不死生物",40,45,80
"武僧","生命",28,"透视",44,50,80
"武僧","生命",29,"完全恢复",46,64,80
"武僧","生命",30,"真实治疗",48,40,80
"武僧","生命",31,"神圣视界",49,100,90
"武僧","生命",32,"终极抵抗",50,100,80
"武僧","自然",1,"探测生物",1,1,35
"武僧","自然",2,"闪电",3,3,40
"武僧","自然",3,"探测门与陷阱",4,4,40
"武僧","自然",4,"制造食物",7,7,55
"武僧","自然",5,"昼光",7,7,50
"武僧","自然",6,"御风而行",7,7,50
"武僧","自然",7,"抵抗环境",8,8,50
"武僧","自然",8,"治愈伤口与中毒",9,9,45
"武僧","自然",9,"化石为泥",10,8,80
"武僧","自然",10,"冰霜之矢",11,9,40
"武僧","自然",11,"自然感知",12,10,40
"武僧","自然",12,"火之矢",14,12,55
"武僧","自然",13,"阳光射线",16,12,55
"武僧","自然",14,"纠缠",18,22,65
"武僧","自然",15,"自然之门",31,31,75
"武僧","自然",16,"草药治疗",40,60,90
"武僧","自然",17,"建造阶梯",14,14,50
"武僧","自然",18,"石肤术",16,16,70
"武僧","自然",19,"真实抵抗",22,30,85
"武僧","自然",20,"制造森林",27,33,85
"武僧","自然",21,"与石交谈",40,40,90
"武僧","自然",22,"石墙术",45,55,90
"武僧","自然",23,"防腐保护",46,80,90
"武僧","自然",24,"召唤阳光",48,40,75
"武僧","自然",25,"地震",28,28,60
"武僧","自然",26,"火焰风暴",30,30,60
"武僧","自然",27,"暴风雪",35,30,75
"武僧","自然",28,"闪电风暴",36,33,75
"武僧","自然",29,"漩涡",38,38,75
"武僧","自然",30,"寒冰之矢",43,45,75
"武僧","自然",31,"重力风暴",45,45,75
"武僧","自然",32,"自然之怒",48,85,75
"武僧","死亡",1,"探测非生命体",1,1,25
"武僧","死亡",2,"恶咒",2,2,25
"武僧","死亡",3,"探测邪恶",3,3,25
"武僧","死亡",4,"臭气云",5,5,27
"武僧","死亡",5,"黑死眠",7,7,30
"武僧","死亡",6,"死灵抗性",11,11,75
"武僧","死亡",7,"惊骇",12,12,30
"武僧","死亡",8,"奴役不死生物",14,14,40
"武僧","死亡",9,"熵之法球",16,16,40
"武僧","死亡",10,"地狱之矢",19,19,30
"武僧","死亡",11,"死云术",22,22,50
"武僧","死亡",12,"单体灭绝",28,30,85
"武僧","死亡",13,"毒素烙印",33,80,90
"武僧","死亡",14,"吸血汲取",37,35,60
"武僧","死亡",15,"操纵死尸",45,50,80
"武僧","死亡",16,"灭绝",47,45,95
"武僧","死亡",17,"狂暴",15,20,80
"武僧","死亡",18,"唤起幽魂",16,16,80
"武僧","死亡",19,"暗之矢",18,18,30
"武僧","死亡",20,"战斗狂热",35,35,75
"武僧","死亡",21,"吸血烙印",42,95,70
"武僧","死亡",22,"真实吸血",44,40,60
"武僧","死亡",23,"地狱冲击波",45,44,70
"武僧","死亡",24,"黑暗风暴",48,50,80
"武僧","死亡",25,"死亡射线",30,30,75
"武僧","死亡",26,"复活死者",37,85,85
"武僧","死亡",27,"秘术",38,50,95
"武僧","死亡",28,"变形吸血鬼",42,60,80
"武僧","死亡",29,"恢复生命",48,60,75
"武僧","死亡",30,"群体灭绝",49,80,80
"武僧","死亡",31,"地狱风暴",50,90,90
"武僧","死亡",32,"幽灵形态",50,115,95
"武僧","王牌",1,"相位门",1,1,25
"武僧","王牌",2,"王牌蜘蛛",3,3,25
"武僧","王牌",3,"洗牌",5,5,37
"武僧","王牌",4,"重置召回",6,6,40
"武僧","王牌",5,"传送",7,7,20
"武僧","王牌",6,"王牌探知",11,12,30
"武僧","王牌",7,"传送离开",14,15,30
"武僧","王牌",8,"王牌动物",18,20,30
"武僧","王牌",9,"王牌触及",20,20,40
"武僧","王牌",10,"王牌神风特攻",23,20,35
"武僧","王牌",11,"幻影仆从",25,24,30
"武僧","王牌",12,"加速怪物",30,28,40
"武僧","王牌",13,"传送楼层",33,30,35
"武僧","王牌",14,"任意门",35,33,45
"武僧","王牌",15,"召回之语",40,35,40
"武僧","王牌",16,"驱逐",42,40,35
"武僧","王牌",17,"交换位置",22,35,70
"武僧","王牌",18,"王牌不死生物",24,24,35
"武僧","王牌",19,"王牌爬行动物",26,26,35
"武僧","王牌",20,"王牌怪物",30,25,35
"武僧","王牌",21,"王牌猎犬",30,30,35
"武僧","王牌",22,"王牌烙印",35,70,40
"武僧","王牌",23,"活体王牌",40,100,45
"武僧","王牌",24,"王牌机械恶魔",45,100,45
