id	count	first_file	first_line	kind	field	source	zh_cn
EDITU_01243	1	lib/edit/r_info.txt	759	description	D	A rather shifty individual.	
EDITU_01244	1	lib/edit/r_info.txt	1770	description	D	A ratlike creature with a humanlike face. "The bones of the	
EDITU_01245	1	lib/edit/k_info.txt	842	description	D	A reaper's weapon, the long blade almost hums in anticipation of the	
EDITU_01246	1	lib/edit/r_info.txt	8649	description	D	A rebel halfling who has rejected the halfling tradition of archery.	
EDITU_01247	1	lib/edit/r_info.txt	14269	description	D	a red sword belt bearing a long silvery saber and clasped with a ruby,	
EDITU_01248	1	lib/edit/a_info.txt	3661	description	D	A red-and-blue hat with a four-pointed star on top, mystic spells laid	
EDITU_01249	1	lib/edit/k_info.txt	745	description	D	A reinforced wooden pole eight feet long, topped by a massive knife blade	
EDITU_01250	1	lib/edit/r_info.txt	23921	description	D	A relatively harmless yet annoying arachnid.	
EDITU_01251	1	lib/edit/r_info.txt	16597	description	D	A renegade mushroom from the Mushroom Kingdom that has been	
EDITU_01252	1	lib/edit/r_info.txt	5028	description	D	A repulsive being which leaps on long hind legs like a kangaroo.	
EDITU_01253	1	lib/edit/r_info.txt	5800	description	D	A revolting canine creature, a huge demon hound with a somewhat	
EDITU_01254	1	lib/edit/a_info.txt	464	description	D	A ridged helmet made of steel, and embossed with scenes of valor in fine-	
EDITU_01255	1	lib/edit/r_info.txt	16871	description	D	A Ringwraith powerful in fell sorcery, he yearns for the life he has lost	
EDITU_01256	1	lib/edit/r_info.txt	3430	description	D	A robed humanoid dedicated to his god.	
EDITU_01257	1	lib/edit/r_info.txt	11922	description	D	A rock giant, a being made of living stone.	
EDITU_01258	1	lib/edit/k_info.txt	1685	description	D	A round shield of wood reinforced with metal rims and central disk.	
EDITU_01259	1	lib/edit/a_info.txt	1291	description	D	A royal heirloom of the southern coast, strong in combat against evil	
EDITU_01260	1	lib/edit/k_info.txt	4628	description	D	A rugged pouch of worn leather, cinched with a cord clasp.	
EDITU_01261	1	lib/edit/k_info.txt	4636	description	D	A rugged, iron-studded pouch forged from thick boarhide and banded with bronze straps.	
EDITU_01262	1	lib/edit/a_info.txt	569	description	D	A sable-hued cloak, with glowing elven-runes to restore magic showing calm	
EDITU_01263	1	lib/edit/r_info.txt	18253	description	D	A Saiyan's fighting power is far superior to human's and will bring many destruction.	
EDITU_01264	1	lib/edit/r_info.txt	6814	description	D	A scaly bird larger than an elephant, with a horse-like head.	
EDITU_01265	1	lib/edit/r_info.txt	8597	description	D	a scarlet blob with myriad tentacular trunks that waved and waved.	
EDITU_01266	1	lib/edit/r_info.txt	5762	description	D	A scarred warrior who moves with confidence.	
EDITU_01267	1	lib/edit/r_info.txt	15817	description	D	A seething mass of thick, glowing worms.	
EDITU_01268	1	lib/edit/r_info.txt	8986	description	D	A sentient arcane tome casting spells with malevolent intent.	
EDITU_01269	1	lib/edit/r_info.txt	24809	description	D	A serpent with a thousand heads, upon which Vishnu rests.	
EDITU_01270	1	lib/edit/a_info.txt	686	description	D	A set of handgear so corrosive that dissolves your opponent.	
EDITU_01271	1	lib/edit/a_info.txt	2069	description	D	A set of handgear so icy as to be able to freeze your opponent.	
EDITU_01272	1	lib/edit/a_info.txt	674	description	D	A set of handgear with sparks surrounding it, able to shock	
EDITU_01273	1	lib/edit/k_info.txt	1432	description	D	A set of sturdy leather boots that will last many weary miles.	
EDITU_01274	1	lib/edit/r_info.txt	18782	description	D	A shabby humanoid with a wrinkled skin. It seems to shift	
EDITU_01275	1	lib/edit/d_info.txt	352	description	D	a shady entrance to a rebel hideout	
EDITU_01276	1	lib/edit/r_info.txt	3889	description	D	A shambling humanoid monster with long scars.	
EDITU_01277	1	lib/edit/r_info.txt	14224	description	D	A shifting, swirling form. It seems to be all colours and sizes and	
EDITU_01278	1	lib/edit/k_info.txt	2070	description	D	A shimmering suit of true-silver, forged long ago by dwarven smiths of	
EDITU_01279	1	lib/edit/r_info.txt	5566	description	D	A shimmering tornado of air, sparks crackle along its length.	
EDITU_01280	1	lib/edit/a_info.txt	3489	description	D	A shining blade so sturdy it could even hold the stars in place.	
EDITU_01281	1	lib/edit/a_info.txt	3553	description	D	A shining golden pendant with powerful magics stored within to keep its	
EDITU_01282	1	lib/edit/r_info.txt	18146	description	D	A shining machine of death and destruction.	
EDITU_01283	1	lib/edit/a_info.txt	2078	description	D	A shining shield, once borne by the great mariner Earendil, "scored with	
EDITU_01284	1	lib/edit/a_info.txt	228	description	D	A shining white ball of unbreakable crystal, the ancient palantiri,	
EDITU_01285	1	lib/edit/q_shipwreck.txt	4	description	D	A ship carrying important documents has been wrecked near	
EDITU_01286	1	lib/edit/r_info.txt	18667	description	D	A short and swarthy Easterling dressed in Black.	
EDITU_01287	1	lib/edit/k_info.txt	1115	description	D	A short but sturdy pick, like those that delved deep Moria, with runes to	
EDITU_01288	1	lib/edit/r_info.txt	1195	description	D	A short little guy, in bedraggled clothes. He appears to be looking	
EDITU_01289	1	lib/edit/a_info.txt	766	description	D	A short thrusting blade with a large guard worn by Maedhros the Tall,	
EDITU_01290	1	lib/edit/k_info.txt	367	description	D	A short thrusting blade with a large guard, primarily used in duels.	
EDITU_01291	1	lib/edit/k_info.txt	410	description	D	A short thrusting sword.	
EDITU_01292	1	lib/edit/k_info.txt	1282	description	D	A short, heavy arrow shot from a crossbow.	
EDITU_01293	1	lib/edit/a_info.txt	1551	activation_message	E	A shrill wailing sound surrounds you.	
EDITU_01294	1	lib/edit/d_info.txt	362	description	D	a shrouded entrance to a cursed battlefield	
EDITU_01295	1	lib/edit/r_info.txt	3066	description	D	A sickening mound of decaying flesh, bones, hands and so on. It seems to	
EDITU_01296	1	lib/edit/r_info.txt	23512	description	D	A silently creeping spy from Hell.	
EDITU_01297	1	lib/edit/r_info.txt	10064	description	D	a silver belt, and she held a scepter of pink coral in her hand	
EDITU_01298	1	lib/edit/k_info.txt	1218	description	D	A simple woodwind instrument.	
EDITU_01299	1	lib/edit/k_info.txt	728	description	D	A simple, single-bladed war axe capable of chopping though limbs or armour.	
EDITU_01300	1	lib/edit/k_info.txt	481	description	D	A single-edged slashing sword with a blade like a crescent.	
EDITU_01301	1	lib/edit/r_info.txt	23596	description	D	A skaven with white fur and horns, possessed of great skill and power.	
EDITU_01302	1	lib/edit/r_info.txt	9974	description	D	A skeletal form wrapped in priestly robes. Before its un-death, it	
EDITU_01303	1	lib/edit/r_info.txt	10878	description	D	A skeletal form wrapped in robes. Powerful magic crackles along its bony	
EDITU_01304	1	lib/edit/r_info.txt	21642	description	D	A skeletal form, black as night, constructed from the bones of its	
EDITU_01305	1	lib/edit/r_info.txt	12750	description	D	A skeletal hand floating in the air, motionless except for its flexing	
EDITU_01306	1	lib/edit/r_info.txt	159	description	D	A skinny little furball with sharp claws and a menacing look.	
EDITU_01307	1	lib/edit/r_info.txt	4161	description	D	A skullpack animated by necromantic spells.	
EDITU_01308	1	lib/edit/r_info.txt	24446	description	D	A slain hero from Valhalla, out for one last battle.	
EDITU_01309	1	lib/edit/k_info.txt	1939	description	D	A sleeved hauberk of interlocking steel rings, well padded with leather.	
EDITU_01310	1	lib/edit/a_info.txt	1041	description	D	A slender, tapered blade whose wielder strikes icy blows with deadly	
EDITU_01311	1	lib/edit/k_info.txt	498	description	D	A slightly curved long-handled slashing sword with a single-edged	
EDITU_01312	1	lib/edit/a_info.txt	258	description	D	A slim neckpiece of True-silver, with quiet spells of Ithilien to aid and	
EDITU_01313	1	lib/edit/a_info.txt	1634	description	D	A sling granting extraordinary clarity of mind amidst darkness and	
EDITU_01314	1	lib/edit/d_info.txt	372	description	D	a slippery entrance to a tidal cave	
EDITU_01315	1	lib/edit/r_info.txt	21312	description	D	A small and exceptionally ugly orc, wearing dark leather	
EDITU_01316	1	lib/edit/r_info.txt	845	description	D	A small black and orange lizard.	
EDITU_01317	1	lib/edit/r_info.txt	24058	description	D	A small but annoying ant.	
EDITU_01318	1	lib/edit/a_info.txt	60	description	D	A small crystal phial, with the light of Earendil's Star contained inside.	
EDITU_01319	1	lib/edit/r_info.txt	22354	description	D	A small draconian creature with a rooster's head; its gaze brings death,	
EDITU_01320	1	lib/edit/q_dark_elves.txt	5	description	D	A small group of Dark Elven Lords have set up a small shop	
EDITU_01321	1	lib/edit/r_info.txt	872	description	D	A small humanoid figure.	
EDITU_01322	1	lib/edit/r_info.txt	3413	description	D	A small humanoid that radiates some power.	
EDITU_01323	1	lib/edit/r_info.txt	16267	description	D	A small kraken with a tough, scaly hide.	
EDITU_01324	1	lib/edit/r_info.txt	2933	description	D	A small relative of the dragon that inhabits dark caves.	
EDITU_01325	1	lib/edit/q_wargs.txt	13	description	D	a small reward if you clear the path for our supplies.	
EDITU_01326	1	lib/edit/k_info.txt	1076	description	D	A small spade forged of steel with gnomish craftsmanship.	
EDITU_01327	1	lib/edit/r_info.txt	417	description	D	A small strange growth.	
EDITU_01328	1	lib/edit/k_info.txt	4621	description	D	A small tied sack of coarse fabric.	
EDITU_01329	1	lib/edit/r_info.txt	25495	description	D	A small, cute, horned floating furball; too malicious to describe as an angel,	
EDITU_01330	1	lib/edit/r_info.txt	461	description	D	A small, harmless lizard.	
EDITU_01331	1	lib/edit/r_info.txt	23949	description	D	A smaller relative of the fearsome Ozmanian kangaroo, the wallaby is not	
EDITU_01332	1	lib/edit/k_info.txt	393	description	D	A smaller version of the longsword, perfectly sized for Hobbits.	
EDITU_01333	1	lib/edit/a_info.txt	3747	description	D	A soft light shines from the depths of this carved pumpkin. (You hope it	
EDITU_01334	1	lib/edit/k_info.txt	1582	description	D	A soft woolly hat.	
EDITU_01335	1	lib/edit/r_info.txt	24977	description	D	A son of the god Indra and king of the Vanaras, he is the strongest of	
EDITU_01336	1	lib/edit/r_info.txt	22373	description	D	A son of the sea-god Poseidon, driven half-mad by the loss of his daughter;	
EDITU_01337	1	lib/edit/q_barrow_downs.txt	13	description	D	a special discount price when they serve you. It is not much, but	
EDITU_01338	1	lib/edit/r_info.txt	5098	description	D	A spider that never seems quite there. Everywhere you look it is just	
EDITU_01339	1	lib/edit/r_info.txt	21108	description	D	A spider which inhabits the crossroads of time and space, pulsating	
EDITU_01340	1	lib/edit/r_info.txt	21093	description	D	A spider wreathed in flames. It seems to pulse and quiver with	
EDITU_01341	1	lib/edit/k_info.txt	1231	description	D	A standard clothyard arrow, straight and cleanly fletched.	
EDITU_01342	1	lib/edit/r_info.txt	5600	description	D	a steed for mighty undead creatures.	
EDITU_01343	1	lib/edit/k_info.txt	2009	description	D	A steel corselet and vambraces over a skirt and leggings of chain.	
EDITU_01344	1	lib/edit/d_info.txt	413	description	D	a steel gate leading into a disaster area	
EDITU_01345	1	lib/edit/r_info.txt	15023	description	D	A stench of corruption and decay surrounds this sorcerer, who has clearly	
EDITU_01346	1	lib/edit/r_info.txt	12119	description	D	a stone wall down.	
EDITU_01347	1	lib/edit/a_info.txt	3727	activation_message	E	A storm of darkness erupts!	
EDITU_01348	1	lib/edit/r_info.txt	9431	description	D	A strange ball of glowing light. It disappears and reappears and seems to	
EDITU_01349	1	lib/edit/r_info.txt	1744	description	D	A strange brown growth on the dungeon floor.	
EDITU_01350	1	lib/edit/r_info.txt	5466	description	D	A strange creature that disguises itself as a chest to lure	
EDITU_01351	1	lib/edit/r_info.txt	4775	description	D	A strange creature that disguises itself as a door to lure	
EDITU_01352	1	lib/edit/r_info.txt	3755	description	D	A strange creature that merges with the dungeon floor, trapping its	
EDITU_01353	1	lib/edit/r_info.txt	610	description	D	A strange electric bug.	
EDITU_01354	1	lib/edit/r_info.txt	3182	description	D	A strange hybrid of eagle, lion and horse. It looks weird.	
EDITU_01355	1	lib/edit/r_info.txt	4792	description	D	A strange magical member of the canine race, its form seems to shimmer and	
EDITU_01356	1	lib/edit/r_info.txt	7038	description	D	A strange ox-like form with a huge head but a thin, weak neck, it looks	
EDITU_01357	1	lib/edit/r_info.txt	9762	description	D	A strange pillar of shining light that hurts your eyes. Its shape changes	
EDITU_01358	1	lib/edit/r_info.txt	11500	description	D	A strange reptilian hybrid with eleven smouldering heads.	
EDITU_01359	1	lib/edit/r_info.txt	6919	description	D	A strange reptilian hybrid with five heads dripping venom.	
EDITU_01360	1	lib/edit/r_info.txt	6020	description	D	A strange reptilian hybrid with four heads, guarding its hoard.	
EDITU_01361	1	lib/edit/r_info.txt	9953	description	D	A strange reptilian hybrid with multiple heads dripping venom.	
EDITU_01362	1	lib/edit/r_info.txt	10427	description	D	A strange reptilian hybrid with nine smouldering heads.	
EDITU_01363	1	lib/edit/r_info.txt	10035	description	D	A strange reptilian hybrid with seven heads dripping venom.	
EDITU_01364	1	lib/edit/r_info.txt	4615	description	D	A strange reptilian hybrid with two heads, guarding its hoard.	
EDITU_01365	1	lib/edit/r_info.txt	2425	description	D	A strange water creature, whose touch can be deadly.	
EDITU_01366	1	lib/edit/k_info.txt	1204	description	D	A stringed instrument preferred by Bards.	
EDITU_01367	1	lib/edit/k_info.txt	286	description	D	A strip of jerked beef that seems never to spoil.	
EDITU_01368	1	lib/edit/r_info.txt	947	description	D	A striped housecat who enjoys hunting.	
EDITU_01369	1	lib/edit/r_info.txt	5517	description	D	A strong and cunning orc warrior, Lugdush sneers as he insults your mother.	
EDITU_01370	1	lib/edit/r_info.txt	4225	description	D	A strong and powerful spider from Mirkwood forest. Cunning and evil, it	
EDITU_01371	1	lib/edit/k_info.txt	1821	description	D	A strong leather breastplate and shoulder guards over a sleeved shirt	
EDITU_01372	1	lib/edit/r_info.txt	3953	description	D	A strong orc guarding the pass of Cirith Ungol. He is mortally afraid of	
EDITU_01373	1	lib/edit/r_info.txt	6203	description	D	A stumpy figure carved from stone, with glittering eyes.	
EDITU_01374	1	lib/edit/d_info.txt	330	description	D	a submerged way to an unknown lost land	
EDITU_01375	1	lib/edit/d_info.txt	454	description	D	a submerged way to the lost island of Atlantis	
EDITU_01376	1	lib/edit/d_info.txt	146	description	D	a submerged way to the lost land of Numenor	
EDITU_01377	1	lib/edit/a_info.txt	1587	description	D	A suit of adamant, set with scales of every color, surrounded in a nimbus	
EDITU_01378	1	lib/edit/a_info.txt	271	description	D	A suit of imperishable adamant, with conquerable strength to endure evil	
EDITU_01379	1	lib/edit/k_info.txt	2109	description	D	A suit of scales as blue as sapphires, emitting eerie sparks and flashes as	
EDITU_01380	1	lib/edit/k_info.txt	2221	description	D	A suit of scales in mirror-like gold. You hear nothing unusual as you	
EDITU_01381	1	lib/edit/k_info.txt	2208	description	D	A suit of scales in mirror-like silver. You feel a great stillness	
EDITU_01382	1	lib/edit/k_info.txt	2181	description	D	A suit of scales in stern blue and silver. You feel the slightest tremor	
EDITU_01383	1	lib/edit/k_info.txt	2159	description	D	A suit of scales that throbs with angry energies; it takes all your energy	
EDITU_01384	1	lib/edit/k_info.txt	2122	description	D	A suit of scales, coldly gleaming in frosty white. A shiver runs down	
EDITU_01385	1	lib/edit/k_info.txt	2194	description	D	A suit of scales, gleaming in rich engraved bronze. The more you look at	
EDITU_01386	1	lib/edit/k_info.txt	2148	description	D	A suit of scales, glistening in sickly green.	
EDITU_01387	1	lib/edit/k_info.txt	2135	description	D	A suit of scales, with all the reds of every fire ever lit. The scar	
EDITU_01388	1	lib/edit/k_info.txt	2234	description	D	A suit of scales. Every shape, in every color imaginable, riot and	
EDITU_01389	1	lib/edit/k_info.txt	2246	description	D	A suit of scales. Featureless grey to casual inspection, yet a closer	
EDITU_01390	1	lib/edit/k_info.txt	2262	description	D	A suit with scales of every color, surrounded in a nimbus of perfectly	
EDITU_01391	1	lib/edit/a_info.txt	1262	description	D	A superbly crafted battle axe with spells to slay all creatures of earth	
EDITU_01392	1	lib/edit/r_info.txt	23564	description	D	A swift and deadly killer trained by clan Eshin.	
EDITU_01393	1	lib/edit/r_info.txt	10255	description	D	A swirling spiral of mist, constantly changing its appearance.	
EDITU_01394	1	lib/edit/r_info.txt	11670	description	D	A tall black cloaked Ringwraith, radiating an aura of fear.	
EDITU_01395	1	lib/edit/r_info.txt	5306	description	D	A tall shaggy, furry humanoid, it could call the yeti brother.	
EDITU_01396	1	lib/edit/r_info.txt	8930	description	D	A tangible but ghostly form, made of grey fog. The air around it feels	
EDITU_01397	1	lib/edit/r_info.txt	3875	description	D	A ten foot tall humanoid with powerful muscles.	
EDITU_01398	1	lib/edit/r_info.txt	22594	description	D	A terrible god of violence and wrath, Sekhmet destroys all in her path.	
EDITU_01399	1	lib/edit/r_info.txt	18886	description	D	A terrible robed undead figure, this creature has existed in its	
EDITU_01400	1	lib/edit/r_info.txt	22010	description	D	A terrifying sight: a winged creature greater than any bird you have ever	
EDITU_01401	1	lib/edit/r_info.txt	5836	description	D	A thief of great power and shifty speed.	
EDITU_01402	1	lib/edit/r_info.txt	229	description	D	A thin flea-ridden mutt, growling as you get close.	
EDITU_01403	1	lib/edit/r_info.txt	15622	description	D	A thing like a massive, jet black oyster with four groping tendrils.	
EDITU_01404	1	lib/edit/r_info.txt	15249	description	D	A three-headed hell hound of fearsome aspect. Flame burns merrily from its	
EDITU_01405	1	lib/edit/k_info.txt	677	description	D	A three-pronged spear, originally for catching fish.	
EDITU_01406	1	lib/edit/r_info.txt	11481	description	D	A towering air elemental, Ariel, the sorceress, avoids your blows	
EDITU_01407	1	lib/edit/r_info.txt	24267	description	D	A towering apparition crackling with energy, it emits an unhealthy-looking	
EDITU_01408	1	lib/edit/r_info.txt	8564	description	D	A towering figure clad in gruesome spiked armour, you	
EDITU_01409	1	lib/edit/r_info.txt	9877	description	D	A towering fire elemental, Loge burns everything beyond recognition.	
EDITU_01410	1	lib/edit/r_info.txt	11307	description	D	A towering stone elemental stands before you. The walls and ceiling are	
EDITU_01411	1	lib/edit/k_info.txt	1365	description	D	A traveller's sturdy outer garment.	
EDITU_01412	1	lib/edit/r_info.txt	11905	description	D	A treeherd; a sentient, moving tree. Its wrath is fearsome!	
EDITU_01413	1	lib/edit/r_info.txt	6293	description	D	A troll who is so bright he knows how to read.	
EDITU_01414	1	lib/edit/r_info.txt	4889	description	D	A truly loathsome thing, twisted by chaos, it is a mixture	
EDITU_01415	1	lib/edit/r_info.txt	3152	description	D	A truly strange hybrid of a horse and a fish.	
EDITU_01416	1	lib/edit/k_info.txt	1854	description	D	A tunic and skirt sewn with thick, overlapping scales of hardened	
EDITU_01417	1	lib/edit/r_info.txt	4242	description	D	A twelve foot tall giant covered in furs.	
EDITU_01418	1	lib/edit/d_info.txt	105	description	D	a twisting path leading to the Witch Wood	
EDITU_01419	1	lib/edit/r_info.txt	5550	description	D	A twisting whirlpool of frost.	
EDITU_01420	1	lib/edit/k_info.txt	358	description	D	A two-edged knife with a sharp point.	
EDITU_01421	1	lib/edit/r_info.txt	23307	description	D	A vaguely humanoid creature, built out of snow.	
EDITU_01422	1	lib/edit/r_info.txt	3081	description	D	A vaguely humanoid form constantly changing its appearance.	
EDITU_01423	1	lib/edit/r_info.txt	12923	description	D	A vast dragon of immense power. Fire leaps continuously from its huge	
EDITU_01424	1	lib/edit/r_info.txt	12310	description	D	A vast dragon of power. Storms and lightning crash around its titanic	
EDITU_01425	1	lib/edit/r_info.txt	10521	description	D	A vast legendary bird, its iron talons rake the most impenetrable of	
EDITU_01426	1	lib/edit/r_info.txt	4396	description	D	A vast, foul-smelling dragonfly.	
EDITU_01427	1	lib/edit/r_info.txt	9649	description	D	A vastly intelligent whale from the stars.	
EDITU_01428	1	lib/edit/r_info.txt	2845	description	D	A very large and bloodthirsty fish.	
EDITU_01429	1	lib/edit/r_info.txt	6001	description	D	A very large carnivorous fish.	
EDITU_01430	1	lib/edit/r_info.txt	5062	description	D	A very strong near-sentient tree, which has become hostile	
EDITU_01431	1	lib/edit/r_info.txt	21501	description	D	A violent icy whirlpool, brought from the frozen wastes of the Helcaraxe	
EDITU_01432	1	lib/edit/r_info.txt	8169	description	D	a volley of powerful spells in your direction.	
EDITU_01433	1	lib/edit/q_wtower.txt	20	description	D	a walk in the forest; his corpse was found near the tower a few days later,	
EDITU_01434	1	lib/edit/k_info.txt	918	description	D	A war club with an iron head, usually flanged.	
EDITU_01435	1	lib/edit/k_info.txt	961	description	D	A war club with an spiked iron ball on the head.	
EDITU_01436	1	lib/edit/a_info.txt	3654	description	D	A warm woolly hat, ideal for those who creep in cold, dark places.	
EDITU_01437	1	lib/edit/r_info.txt	16237	description	D	A warrior clad in ornate but effective armour, holding katana so sharp it	
EDITU_01438	1	lib/edit/r_info.txt	18540	description	D	A warrior for a holy cause. Unfortunately, his god is not yours, and there is	
EDITU_01439	1	lib/edit/r_info.txt	4490	description	D	A warrior in a battle-frenzy; he'll stop only when he drops.	
EDITU_01440	1	lib/edit/r_info.txt	3287	description	D	A warrior of considerable skill.	
EDITU_01441	1	lib/edit/r_info.txt	3338	description	D	A warrior trained in melee as well as missile weapons.	
EDITU_01442	1	lib/edit/r_info.txt	18557	description	D	A warrior who is at one with nature. A master of both bow and sword, with	
EDITU_01443	1	lib/edit/r_info.txt	12530	description	D	A warrior-king of the East. Khamul is a powerful opponent, his skill in	
EDITU_01444	1	lib/edit/d_info.txt	321	description	D	a way leading to an unknown mountain	
EDITU_01445	1	lib/edit/d_info.txt	176	description	D	a way leading to the Eyrie	
EDITU_01446	1	lib/edit/d_info.txt	166	description	D	a way to R'lyeh	
EDITU_01447	1	lib/edit/a_info.txt	1494	description	D	A weapon so massive it seems beyond the strength of mortals, yet you feel	
EDITU_01448	1	lib/edit/k_info.txt	927	description	D	A weighty iron ball, suspended by a chain from a sturdy oaken handle.	
EDITU_01449	1	lib/edit/r_info.txt	8471	description	D	A weird demon creature with a stone-like skin.	
EDITU_01450	1	lib/edit/r_info.txt	10340	description	D	A weird troll from the elemental planes.	
EDITU_01451	1	lib/edit/r_info.txt	4667	description	D	A whirling form of sentient rock.	
EDITU_01452	1	lib/edit/r_info.txt	5483	description	D	A whirling maelstrom of fire.	
EDITU_01453	1	lib/edit/r_info.txt	9542	description	D	A whirlpool of intense flame, charring the stones at your feet.	
EDITU_01454	1	lib/edit/r_info.txt	4640	description	D	A whirlpool of sentient liquid.	
EDITU_01455	1	lib/edit/r_info.txt	3462	description	D	A whirlwind of sentient air.	
EDITU_01456	1	lib/edit/r_info.txt	4681	description	D	A whirlwind of sentient flame.	
EDITU_01457	1	lib/edit/a_info.txt	2435	description	D	A white transparent dragon scale mail which was made from	
EDITU_01458	1	lib/edit/r_info.txt	24236	description	D	A wild bush horse, often found in large unruly mobs.	
EDITU_01459	1	lib/edit/r_info.txt	14620	description	D	A winged humanoid from the Planes of Hell, Pazuzu grins inhumanely at you	
EDITU_01460	1	lib/edit/r_info.txt	25108	description	D	A wise man and spiritual leader of the Vanaras.	
EDITU_01461	1	lib/edit/r_info.txt	19340	description	D	A wizened old man, stooped by age, he seems barely able to move.	
EDITU_01462	1	lib/edit/r_info.txt	2383	description	D	A woman's face on the body of a vicious black bird.	
EDITU_01463	1	lib/edit/r_info.txt	2413	description	D	A wounded bear, who has occasionally attacked humans.	
EDITU_01464	1	lib/edit/r_info.txt	6852	description	D	A wraithly snake-like form with the torso of a beautiful woman, it is the	
EDITU_01465	1	lib/edit/r_info.txt	18683	description	D	A yellow-garbed monk, trained in martial arts.	
EDITU_01466	1	lib/edit/r_info.txt	777	description	D	A young student, out exploring and looking for valuable items.	
EDITU_01467	1	lib/edit/q_montsalvat.txt	13	description	D	Aaaargghh! You wimp, you feeble cry-baby! Do you have any idea	
EDITU_01468	1	lib/edit/r_info.txt	13349	description	D	abandonment about him."	
EDITU_01469	1	lib/edit/r_info.txt	14738	monster_name	N:name	Abhoth, Source of Uncleanness	
EDITU_01470	1	lib/edit/a_info.txt	1067	description	D	abilities they did not know they had.	
EDITU_01471	1	lib/edit/r_info.txt	15651	description	D	able to see it."	
EDITU_01472	1	lib/edit/r_info.txt	16663	monster_name	N:name	Aboleth	
EDITU_01473	1	lib/edit/r_info.txt	21172	description	D	abomination is back from the nether world to hunt the living.	
EDITU_01474	1	lib/edit/r_info.txt	19519	description	D	about memory corruption in cmd2.c.	
EDITU_01475	1	lib/edit/r_info.txt	18954	description	D	about... erm, nobody laughs at Groo and lives.	
EDITU_01476	1	lib/edit/k_info.txt	349	description	D	Above the hilt, a foot of steel rises, ending in a jagged edge.	
EDITU_01477	1	lib/edit/r_info.txt	3246	monster_name	N:name	Abyss worm mass	
EDITU_01478	1	lib/edit/rooms.txt	3027	room_or_vault_name	N:name	Accretion I	
EDITU_01479	1	lib/edit/rooms.txt	3046	room_or_vault_name	N:name	Accretion II	
EDITU_01480	1	lib/edit/a_info.txt	1042	description	D	accuracy.	
EDITU_01481	1	lib/edit/r_info.txt	15231	description	D	accursed flutes."	
EDITU_01482	1	lib/edit/q_montsalvat.txt	16	description	D	accursed Holy Grail wiped the floor with you? Get lost! GO! NOW!	
EDITU_01483	1	lib/edit/r_info.txt	14507	description	D	accursed place, nor the equally great being hovering like a cloud	
EDITU_01484	1	lib/edit/r_info.txt	14861	description	D	accursed sword of doom on the day of Ragnarok.	
EDITU_01485	1	lib/edit/r_info.txt	1478	description	D	acid.	
EDITU_01486	1	lib/edit/r_info.txt	8674	monster_name	N:name	Acidic cytoplasm	
EDITU_01487	1	lib/edit/k_info.txt	2625	object_name	N:name	Acquirement	
EDITU_01488	1	lib/edit/k_info.txt	3301	object_flavor	N:flavor	Acrid	
EDITU_01489	1	lib/edit/r_info.txt	5258	description	D	acrid smell of acid rises from the dog's pelt.	
EDITU_01490	1	lib/edit/k_info.txt	4332	object_name	N:name	adamantite	
EDITU_01491	1	lib/edit/k_info.txt	2073	object_name	N:name	Adamantite Plate Mail~	
EDITU_01492	1	lib/edit/k_info.txt	2080	description	D	Adamantite, hard as diamonds, forms this exquisite suit; nothing else	
EDITU_01493	1	lib/edit/r_info.txt	23980	monster_name	N:name	Adobe golem	
EDITU_01494	1	lib/edit/a_info.txt	217	description	D	Adorned, showy gilding,	
EDITU_01495	1	lib/edit/r_info.txt	24547	description	D	advances towards you with eyes promising death.	
EDITU_01496	1	lib/edit/r_info.txt	19359	description	D	adventurer has been betrayed at a critical moment.	
EDITU_01497	1	lib/edit/r_info.txt	25519	description	D	adventures as a form of entertainment.	
EDITU_01498	1	lib/edit/r_info.txt	23240	monster_name	N:name	Aegir, God-King of the Sea Giants	
EDITU_01499	1	lib/edit/r_info.txt	23260	description	D	Aegir, lord of the sea, is not as given to casual brutality as most of his	
EDITU_01500	1	lib/edit/a_info.txt	2249	artifact_name	N:name	'Aegis Fang'	
EDITU_01501	1	lib/edit/a_info.txt	2081	artifact_name	N:name	'Aeglos'	
EDITU_01502	1	lib/edit/r_info.txt	14198	monster_name	N:name	Aether hound	
EDITU_01503	1	lib/edit/r_info.txt	12810	monster_name	N:name	Aether vortex	
EDITU_01504	1	lib/edit/q_barrow_downs.txt	26	description	D	after we have had time to grieve.	
EDITU_01505	1	lib/edit/q_eddies.txt	10	description	D	again tomorrow. The time mages have refused to either leave or start	
EDITU_01506	1	lib/edit/a_info.txt	1626	description	D	again!'. Seventy times he uttered that cry, but they took him at last	
EDITU_01507	1	lib/edit/q_bears.txt	13	description	D	again.	
EDITU_01508	1	lib/edit/a_info.txt	1007	description	D	again. It glows with the essence of fire, its wearer is mighty in combat,	
EDITU_01509	1	lib/edit/r_info.txt	13142	description	D	against him and live.	
EDITU_01510	1	lib/edit/r_info.txt	13084	description	D	against the light... Dworkin: 'I am Oberon's prisoner.' Corwin:	
EDITU_01511	1	lib/edit/r_info.txt	15293	description	D	against the space gods who had arrived to judge the world. Unfortunately,	
EDITU_01512	1	lib/edit/a_info.txt	2091	description	D	against which all the foul corruptions of Sauron dashed in vain.	
EDITU_01513	1	lib/edit/r_info.txt	6451	monster_name	N:name	Agent of Benedict	
