id	priority	category	file	line	col	source	zh_cn	context	notes
SRC_08901	medium	possible_name	src/load.c	1480	18	Error reading dungeon data	读取地下城数据时发生错误	note("Error reading dungeon data");	
SRC_08902	medium	possible_name	src/load.c	1492	14	Invalid checksum	无效的校验和	note("Invalid checksum");	
SRC_08903	medium	possible_name	src/load.c	1499	14	Invalid encoded checksum	无效的编码校验和	note("Invalid encoded checksum");	
SRC_08905	high	message	src/load.c	1587	19	Software bug in load_floor: All is *not* OK!	load_floor 中的软件错误：一切都*不*正常！	msg_print("Software bug in load_floor: All is *not* OK!");	
SRC_08907	medium	other	src/mage.c	15	25	spell	法术	me.magic_desc = "spell";	
SRC_08908	high	name_desc	src/mage.c	43	19	Mage	法师	me.name = "Mage";	
SRC_08909	high	name_desc	src/mage.c	44	19	A Mage is a spellcaster who must live by his wits, as he cannot hope to simply hack his way through the dungeon like a warrior. A Mage always carries his spellbooks with him, but also relies on magical devices, which he can master easily. The primary spellcasting statistic of a Mage is Intelligence.\n\nMages have few restrictions in choosing and learning spells; they can freely choose any two realms when a character is created, although their natural inclinations make Life magic fairly hard to learn. See <link:magic.txt> for more information on magic, realms and book spellcasting.	法师是一名必须依靠智慧生存的施法者，因为他不能指望像战士那样在地下城中一路砍杀。法师总是随身携带着法术书，但也依赖于魔法装置，而他可以轻松掌握它们。法师首要的施法属性是智力。\n\n法师在选择和学习法术上几乎没有限制；在创建角色时，他们可以自由选择任意两个魔法领域，尽管他们的天性使得生命魔法相当难学。请参阅 <link:magic.txt> 了解有关魔法、领域和书本施法的更多信息。	me.desc = "A Mage is a spellcaster who must live by his wits, as he cannot "	
SRC_08911	medium	possible_name	src/magic_eater.c	49	26	Wand	魔杖	case TV_WAND: return "Wand";	一次性法杖类型，需要瞄准
SRC_08912	medium	possible_name	src/magic_eater.c	50	27	Staff	法杖	case TV_STAFF: return "Staff";	粗法杖，群体效果或Buff
SRC_08913	medium	possible_name	src/magic_eater.c	51	25	Rod	魔棒	case TV_ROD: return "Rod";	可充能装置
SRC_08915	high	display	src/magic_eater.c	165	33	<tab:%d>Fail: %3d%%\n	<tab:%d>失败: %3d%%\n	doc_printf(doc, "<tab:%d>Fail: %3d%%\\n", display.cx - 12, fail/10);	
SRC_08916	high	display	src/magic_eater.c	167	33	<tab:%d>Fail: %2d.%d%%\n	<tab:%d>失败: %2d.%d%%\n	doc_printf(doc, "<tab:%d>Fail: %2d.%d%%\\n", display.cx - 12, fail/10, fail%10);	
SRC_08917	high	display	src/magic_eater.c	172	47	(Empty)\n	(空)\n	doc_insert_text(doc, TERM_L_DARK, "(Empty)\\n");	
SRC_08921	medium	possible_name	src/magic_eater.c	232	61	Inscribe	铭刻	string_printf(prompt, "%s which %s", inscribe ? "Inscribe" : verb, _which_name(which_tval));	
SRC_08927	medium	possible_name	src/magic_eater.c	251	73	Use	使用	_magic_eater_calculate_labels(_which_list(which_tval), ((strpos("Use", verb) == 1) && (!inscribe)));	
SRC_08928	high	display	src/magic_eater.c	318	21	Inscription:	铭刻：	prt("Inscription: ", 0, 0);	
SRC_08929	high	message	src/magic_eater.c	379	19	You are too scared!	你太害怕了！	msg_print("You are too scared!");	
SRC_08930	high	message	src/magic_eater.c	386	19	You failed to use the device properly.	你未能正确使用该装置。	msg_print("You failed to use the device properly.");	
SRC_08931	high	message	src/magic_eater.c	395	19	The device has no charges left.	该装置已经没有充能了。	msg_print("The device has no charges left.");	
SRC_08932	medium	possible_name	src/magic_eater.c	421	34	Browse	浏览	object_type *o_ptr = _choose("Browse", TV_WAND, _ALLOW_SWITCH | _ALLOW_EXCHANGE);	
SRC_08933	high	message	src/magic_eater.c	434	19	The dungeon absorbs all attempted magic!	地下城吸收了所有试图施展的魔法！	msg_print("The dungeon absorbs all attempted magic!");	
SRC_08934	high	message	src/magic_eater.c	439	19	Your spells are blocked!	你的法术被阻挡了！	msg_print("Your spells are blocked!");	
SRC_08935	high	message	src/magic_eater.c	444	19	An anti-magic shell disrupts your magic!	反魔法护罩扰乱了你的魔法！	msg_print("An anti-magic shell disrupts your magic!");	
SRC_08936	high	message	src/magic_eater.c	449	19	You cannot think clearly!	你无法清晰地思考！	msg_print("You cannot think clearly!");	
SRC_08937	high	message	src/magic_eater.c	455	19	You are too confused!	你太困惑了！	msg_print("You are too confused!");	
SRC_08938	medium	possible_name	src/magic_eater.c	465	21	Use	使用	o_ptr = _choose("Use", tval, _ALLOW_SWITCH | _ALLOW_INSCRIBE);	
SRC_08939	high	prompt	src/magic_eater.c	478	21	Absorb which device?	吸收哪个装置？	prompt.prompt = "Absorb which device?";	
SRC_08940	high	prompt	src/magic_eater.c	479	20	You have nothing to absorb magic from.	你没有可以吸收魔法的物品。	prompt.error = "You have nothing to absorb magic from.";	
SRC_08941	medium	possible_name	src/magic_eater.c	487	24	Replace	替换	dest_ptr = _choose("Replace", prompt.obj->tval, _ALLOW_EMPTY);	
SRC_08946	high	message	src/magic_eater.c	506	16	You absorb the magic of %s.	你吸收了%s的魔法。	msg_format("You absorb the magic of %s.", o_name);	
SRC_08947	high	name_desc	src/magic_eater.c	526	29	Absorb Magic	吸收魔法	var_set_string(res, "Absorb Magic");	
SRC_08948	high	display	src/magic_eater.c	741	29	%c) (Empty)\n	%c) (空)\n	doc_printf(doc, "%c) (Empty)\\n", I2A(i));	
SRC_08949	high	display	src/magic_eater.c	748	21	<topic:MagicEater>================================ Absorbed <color:keypress>M</color>agic ===============================\n\n	<topic:MagicEater>================================ 已吸收魔法 (<color:keypress>M</color>) ===============================\n\n	doc_printf(doc, "<topic:MagicEater>================================ Absorbed <color:keypress>M</color>agic ===============================\\n\\n");	
SRC_08950	high	name_desc	src/magic_eater.c	824	19	Magic-Eater	魔法吞噬者	me.name = "Magic-Eater";	职业名
SRC_08951	high	name_desc	src/magic_eater.c	825	19	The Magic-Eater can absorb magical devices. Once absorbed, these devices will function like normal objects and can be used whenever charges are available. In effect, it is as if the Magic-Eater had extra inventory slots for devices. However, absorbed magic can not be drained the way normal devices can, nor can these objects be destroyed. The number of slots for each kind of device is limited, and the Magic-Eater will need to choose which object to replace once the slots are all used. Absorbed magic cannot be recharged through scrolls, spells, potions or activations; the Magic-Eater must rest to regain charges. The rate at which absorbed devices recharge is affected by Regeneration.	魔法吞噬者可以吸收魔法装置。一旦被吸收，这些装置将像普通物品一样发挥作用，并在有充能时随时可以使用。实际上，这就像魔法吞噬者拥有了用于存放装置的额外物品栏。然而，被吸收的魔法不能像普通装置那样被吸取法力，这些物品也不会被破坏。每种装置的槽位数量是有限的，一旦槽位用完，魔法吞噬者将需要选择替换哪个物品。被吸收的魔法不能通过卷轴、法术、药水或物品激活来充能；魔法吞噬者必须休息才能恢复充能。被吸收的装置恢复充能的速度受再生能力影响。	me.desc = "The Magic-Eater can absorb magical devices. Once absorbed, "	
SRC_08988	medium	possible_name	src/main-cocoa.m	33	53	PosChengband	PosChengband	static NSString * const AngbandDirectoryNameBase = @"PosChengband";	游戏底层变量/目录名，不可译
SRC_08989	medium	possible_name	src/main-cocoa.m	35	56	Terminals	Terminals	static NSString * const AngbandTerminalsDefaultsKey = @"Terminals";	注册表/配置项名，不可译
SRC_08990	medium	possible_name	src/main-cocoa.m	36	59	Rows	Rows	static NSString * const AngbandTerminalRowsDefaultsKey = @"Rows";	配置项名，不可译
SRC_08991	medium	possible_name	src/main-cocoa.m	37	62	Columns	Columns	static NSString * const AngbandTerminalColumnsDefaultsKey = @"Columns";	配置项名，不可译
SRC_08994	medium	other	src/main-cocoa.m	898	17	[%@ %@]: can't find %@/ in bundle: isDirectory: %d libExists: %d	[%@ %@]: can't find %@/ in bundle: isDirectory: %d libExists: %d	NSLog( @"[%@ %@]: can't find %@/ in bundle: isDirectory: %d libExists: %d", NSStringFromClass( [self class] ), NSStringFromSelector( _cmd ), AngbandDirectoryNameLib, isDirectory, libExists );	Cocoa底层调试日志，无需翻译
SRC_08995	medium	possible_name	src/main-cocoa.m	899	27	Missing Resources	缺少资源	NSRunAlertPanel( @"Missing Resources", @"PosChengband was unable to find required resources and must quit. Please report a bug on the Angband forums.", @"Quit", nil, nil );	
SRC_08997	medium	possible_name	src/main-cocoa.m	899	162	Quit	退出	NSRunAlertPanel( @"Missing Resources", @"PosChengband was unable to find required resources and must quit. Please report a bug on the Angband forums.", @"Quit", nil, nil );	按钮文本
SRC_08999	high	display	src/main-cocoa.m	990	9	[Choose 'New' or 'Open' from the 'File' menu]	[请从“文件”菜单中选择“新建”或“打开”]	prt("[Choose 'New' or 'Open' from the 'File' menu]", 23, 17);	
SRC_09000	medium	possible_name	src/main-cocoa.m	1014	72	GraphicsID	GraphicsID	[[NSUserDefaults angbandDefaults] setInteger:graf_mode_req forKey:@"GraphicsID"];	配置项名，不可译
SRC_09001	medium	possible_name	src/main-cocoa.m	1437	55	SaveFile	SaveFile	[angbandDefs setObject:savefileString forKey:@"SaveFile"];	配置项名，不可译
SRC_09005	medium	possible_name	src/main-cocoa.m	1507	27	PosChengband	PosChengband	[window setTitle:@"PosChengband"];	窗口标题
SRC_09007	medium	possible_name	src/main-cocoa.m	2261	32	Menlo	Menlo	@"Menlo", @"FontName",	字体名，不可译
SRC_09008	medium	possible_name	src/main-cocoa.m	2261	42	FontName	FontName	@"Menlo", @"FontName",	配置项名，不可译
SRC_09009	medium	possible_name	src/main-cocoa.m	2262	65	FontSize	FontSize	[NSNumber numberWithFloat:13.f], @"FontSize",	配置项名，不可译
SRC_09010	medium	possible_name	src/main-cocoa.m	2263	61	FramesPerSecond	FramesPerSecond	[NSNumber numberWithInt:60], @"FramesPerSecond",	配置项名，不可译
SRC_09011	medium	possible_name	src/main-cocoa.m	2264	63	AllowSound	AllowSound	[NSNumber numberWithBool:YES], @"AllowSound",	配置项名，不可译
SRC_09012	medium	possible_name	src/main-cocoa.m	2265	72	GraphicsID	GraphicsID	[NSNumber numberWithInt:GRAPHICS_NONE], @"GraphicsID",	配置项名，不可译
SRC_09013	medium	possible_name	src/main-cocoa.m	2273	42	GraphicsID	GraphicsID	graf_mode_req = [defs integerForKey:@"GraphicsID"];	配置项名，不可译
SRC_09014	medium	possible_name	src/main-cocoa.m	2276	38	AllowSound	AllowSound	allow_sounds = [defs boolForKey:@"AllowSound"];	配置项名，不可译
SRC_09015	medium	possible_name	src/main-cocoa.m	2279	74	FramesPerSecond	FramesPerSecond	frames_per_second = [[NSUserDefaults angbandDefaults] integerForKey:@"FramesPerSecond"];	配置项名，不可译
SRC_09018	medium	possible_name	src/main-cocoa.m	2283	63	Menlo	Menlo	if (! default_font) default_font = [[NSFont fontWithName:@"Menlo" size:13.] retain];	字体名，不可译
SRC_09022	high	display	src/main-cocoa.m	2525	13	[Choose 'New' or 'Open' from the 'File' menu]	[请从“文件”菜单中选择“新建”或“打开”]	prt("[Choose 'New' or 'Open' from the 'File' menu]", 23, 17);	
SRC_09024	medium	possible_name	src/main-cocoa.m	2846	26	Danger Will Robinson	危险，威尔·罗宾逊	NSRunAlertPanel(@"Danger Will Robinson", @"%@", @"OK", nil, nil, string);	错误弹窗标题，致敬《迷失太空》台词
SRC_09029	medium	possible_name	src/main-cocoa.m	2994	78	SaveFile	SaveFile	NSString *savefileName = [[NSUserDefaults angbandDefaults] stringForKey:@"SaveFile"];	配置项名，不可译
SRC_09030	medium	possible_name	src/main-cocoa.m	3077	80	FramesPerSecond	FramesPerSecond	NSInteger fps = [[NSUserDefaults standardUserDefaults] integerForKey: @"FramesPerSecond"];	配置项名，不可译
SRC_09031	medium	possible_name	src/main-cocoa.m	3083	98	GraphicsID	GraphicsID	NSInteger requestedGraphicsMode = [[NSUserDefaults standardUserDefaults] integerForKey: @"GraphicsID"];	配置项名，不可译
SRC_09032	medium	possible_name	src/main-cocoa.m	3099	76	FramesPerSecond	FramesPerSecond	[[NSUserDefaults angbandDefaults] setInteger:frames_per_second forKey:@"FramesPerSecond"];	配置项名，不可译
SRC_09033	medium	possible_name	src/main-cocoa.m	3115	67	PosChengband	PosChengband	NSMenuItem *angbandItem = [[NSMenuItem alloc] initWithTitle: @"PosChengband" action: @selector(selectWindow:) keyEquivalent: @"0"];	
SRC_09035	medium	possible_name	src/main-cocoa.m	3175	74	CommandMenu	CommandMenu	NSString *commandMenuPath = [[NSBundle mainBundle] pathForResource: @"CommandMenu" ofType: @"plist"];	
SRC_09037	medium	possible_name	src/main-cocoa.m	3182	54	ShiftModifier	ShiftModifier	BOOL useShiftModifier = [[item valueForKey: @"ShiftModifier"] boolValue];	配置项名，不可译
SRC_09038	medium	possible_name	src/main-cocoa.m	3183	55	OptionModifier	OptionModifier	BOOL useOptionModifier = [[item valueForKey: @"OptionModifier"] boolValue];	配置项名，不可译
SRC_09039	medium	possible_name	src/main-cocoa.m	3188	47	Title	Title	NSString *title = [item valueForKey: @"Title"];	配置项名，不可译
SRC_09040	medium	possible_name	src/main-cocoa.m	3189	45	KeyEquivalent	KeyEquivalent	NSString *key = [item valueForKey: @"KeyEquivalent"];	配置项名，不可译
SRC_09041	medium	possible_name	src/main-cocoa.m	3197	56	AngbandCommand	AngbandCommand	NSString *angbandCommand = [item valueForKey: @"AngbandCommand"];	配置项名，不可译
SRC_09042	medium	possible_name	src/main-cocoa.m	3265	48	Classic ASCII	经典 ASCII	NSMenuItem *item = [menu addItemWithTitle:@"Classic ASCII" action:action keyEquivalent:@""];	
SRC_09047	high	display	src/main-dos.c	764	14	Compiled: %s %s\n	编译时间：%s %s\n	prt(format("Compiled: %s %s\\n", __TIME__, __DATE__), 1, 45);	
SRC_09048	high	display	src/main-dos.c	767	7	DOS options	DOS 选项	prt("DOS options", 2, 0);	
SRC_09049	high	display	src/main-dos.c	771	7	(V) Sound Volume	(V) 音效音量	prt("(V) Sound Volume", 4, 5);	
SRC_09050	high	display	src/main-dos.c	772	7	(M) Music Volume	(M) 音乐音量	prt("(M) Music Volume", 5, 5);	
SRC_09051	medium	other	src/main-dos.c	779	19	On	开	strcpy(status, "On");	
SRC_09052	medium	possible_name	src/main-dos.c	783	19	Off	关	strcpy(status, "Off");	
SRC_09053	high	display	src/main-dos.c	785	14	(G) Graphics : %s	(G) 图形模式：%s	prt(format("(G) Graphics : %s", status), 7, 5);	
SRC_09054	medium	other	src/main-dos.c	793	19	On	开	strcpy(status, "On");	
SRC_09055	medium	possible_name	src/main-dos.c	797	19	Off	关	strcpy(status, "Off");	
SRC_09056	high	display	src/main-dos.c	799	14	(S) Sound/Music : %s	(S) 音效/音乐：%s	prt(format("(S) Sound/Music : %s", status), 8, 5);	
SRC_09057	high	display	src/main-dos.c	803	7	(R) Screen resolution	(R) 屏幕分辨率	prt("(R) Screen resolution", 12, 5);	
SRC_09058	high	display	src/main-dos.c	805	7	(W) Save current options	(W) 保存当前选项	prt("(W) Save current options", 14, 5);	
SRC_09059	high	display	src/main-dos.c	808	7	Command:	命令：	prt("Command: ", 18, 0);	
SRC_09060	high	display	src/main-dos.c	825	9	Command: Sound Volume	命令：音效音量	prt("Command: Sound Volume", 18, 0);	
SRC_09061	high	display	src/main-dos.c	830	17	Current Volume: %d	当前音量：%d	prt(format("Current Volume: %d", digi_volume), 22, 0);	
SRC_09062	high	display	src/main-dos.c	831	10	Change Volume (+, - or ESC to accept):	更改音量（+、- 或 ESC 确认）：	prt("Change Volume (+, - or ESC to accept): ", 20, 0);	
SRC_09063	high	display	src/main-dos.c	864	9	Command: Music Volume	命令：音乐音量	prt("Command: Music Volume", 18, 0);	
SRC_09064	high	display	src/main-dos.c	869	17	Current Volume: %d	当前音量：%d	prt(format("Current Volume: %d", midi_volume), 22, 0);	
SRC_09065	high	display	src/main-dos.c	870	10	Change Volume (+, - or ESC to accept):	更改音量（+、- 或 ESC 确认）：	prt("Change Volume (+, - or ESC to accept): ", 20, 0);	
SRC_09066	high	display	src/main-dos.c	951	9	Command: Screen Resolution	命令：屏幕分辨率	prt("Command: Screen Resolution", 1, 0);	
SRC_09067	high	display	src/main-dos.c	952	9	Restart Angband to get the new screenmode.	重启游戏以应用新的屏幕模式。	prt("Restart Angband to get the new screenmode.", 3, 0);	
SRC_09071	medium	possible_name	src/main-dos.c	965	41	Description	Description	descr = get_config_string(section, "Description", "");	配置文件键名，不可译
SRC_09072	high	display	src/main-dos.c	968	17	(%d) %d x %d %s	(%d) %d x %d %s	prt(format("(%d) %d x %d %s", i, w, h, descr), 4 + i, 0);	
SRC_09073	high	display	src/main-dos.c	975	16	Screen Resolution : %d	屏幕分辨率：%d	prt(format("Screen Resolution : %d", resolution), 20, 0);	
SRC_09074	medium	possible_name	src/main-dos.c	984	20	Angband	Angband	set_config_int("Angband", "Resolution", resolution);	配置文件节点名，不可译
SRC_09075	medium	possible_name	src/main-dos.c	984	31	Resolution	Resolution	set_config_int("Angband", "Resolution", resolution);	配置文件键名，不可译
SRC_09076	high	display	src/main-dos.c	995	9	Saving current options	正在保存当前选项	prt("Saving current options", 18, 0);	
SRC_09081	medium	possible_name	src/main-dos.c	1001	20	Angband	Angband	set_config_int("Angband", "Graphics", arg_graphics);	配置文件节点名，不可译
SRC_09082	medium	possible_name	src/main-dos.c	1001	31	Graphics	Graphics	set_config_int("Angband", "Graphics", arg_graphics);	配置文件键名，不可译
SRC_09083	medium	possible_name	src/main-dos.c	1002	20	Angband	Angband	set_config_int("Angband", "Sound", arg_sound);	配置文件节点名，不可译
SRC_09084	medium	possible_name	src/main-dos.c	1002	31	Sound	Sound	set_config_int("Angband", "Sound", arg_sound);	配置文件键名，不可译
SRC_09086	high	message	src/main-dos.c	1402	12	Screen dump saved.	屏幕截图已保存。	msg_print("Screen dump saved.");	
SRC_09103	medium	possible_name	src/main-dos.c	1722	33	Background	Background	strcpy(buf, get_config_string("Background", format("Background-%d", i), ""));	配置文件节点名，不可译
SRC_09114	medium	possible_name	src/main-dos.c	1901	19	Sound	Sound	strcpy(section, "Sound");	配置文件节点名，不可译
SRC_09117	medium	possible_name	src/main-dos.c	1950	19	Sound	Sound	strcpy(section, "Sound");	配置文件节点名，不可译
SRC_09121	medium	possible_name	src/main-dos.c	2069	18	Angband	Angband	strcpy(section, "Angband");	配置文件节点名，不可译
SRC_09122	medium	possible_name	src/main-dos.c	2072	39	Resolution	Resolution	resolution = get_config_int(section, "Resolution", 1);	配置文件键名，不可译
SRC_09131	medium	possible_name	src/main-dos.c	2134	30	Angband	Angband	arg_sound = get_config_int("Angband", "Sound", TRUE);	配置文件节点名，不可译
SRC_09132	medium	possible_name	src/main-dos.c	2134	41	Sound	Sound	arg_sound = get_config_int("Angband", "Sound", TRUE);	配置文件键名，不可译
SRC_09133	medium	possible_name	src/main-dos.c	2144	33	Angband	Angband	arg_graphics = get_config_int("Angband", "Graphics", GRAPHICS_ORIGINAL);	配置文件节点名，不可译
SRC_09134	medium	possible_name	src/main-dos.c	2144	44	Graphics	Graphics	arg_graphics = get_config_int("Angband", "Graphics", GRAPHICS_ORIGINAL);	配置文件键名，不可译
SRC_09148	medium	possible_name	src/main-gcu.c	1578	26	Missing size specifier for -spacer	缺少 -spacer 的大小说明符	quit("Missing size specifier for -spacer");	控制台启动参数错误
SRC_09192	medium	possible_name	src/main-mac.c	183	24	Hengband-E Preferences	Hengband-E Preferences	#define PREF_FILE_NAME "Hengband-E Preferences"	文件名不可译
SRC_09262	medium	possible_name	src/main-mac.c	4196	25	Unable to allocate descriptor	无法分配描述符	if (err != noErr) quit("Unable to allocate descriptor");	
SRC_09282	medium	possible_name	src/main-mac.c	7093	26	This program requires Carbon API	该程序需要 Carbon API	if (err != noErr) quit("This program requires Carbon API");	
SRC_09288	high	display	src/main-mac.c	7279	6	[Choose 'New' or 'Open' from the 'File' menu]	[请从“文件”菜单中选择“新建”或“打开”]	prt("[Choose 'New' or 'Open' from the 'File' menu]", 23, 15);	
SRC_09294	medium	possible_name	src/main-sdl.c	446	6	None	无	{"None", NULL, -1, -1, NULL, 0, 0, TRUE},	UI选项
SRC_09308	medium	possible_name	src/main-sdl.c	1295	38	Yes	是	sdl_ButtonCaption(visbutton, "Yes");	
SRC_09309	medium	possible_name	src/main-sdl.c	1585	35	Off	关	sdl_ButtonCaption(sender, "Off");	
SRC_09319	medium	possible_name	src/main-sdl.c	1698	53	Off	关	sdl_ButtonCaption(button1, use_bigtile ? "On" : "Off");	
SRC_09321	medium	possible_name	src/main-sdl.c	1709	53	Off	关	sdl_ButtonCaption(button2, use_dbltile ? "On" : "Off");	
SRC_09323	medium	possible_name	src/main-sdl.c	1720	53	Off	关	sdl_ButtonCaption(button3, use_trptile ? "On" : "Off");	
SRC_09325	medium	possible_name	src/main-sdl.c	1748	51	Off	关	sdl_ButtonCaption(button, fullscreen ? "On" : "Off");	
SRC_09329	medium	possible_name	src/main-sdl.c	1968	25	Resolution	Resolution	if (strstr(buf, "Resolution"))	解析ini配置键名，不可译
SRC_09330	medium	possible_name	src/main-sdl.c	1974	30	Fullscreen	Fullscreen	else if (strstr(buf, "Fullscreen"))	解析ini配置键名，不可译
SRC_09331	medium	possible_name	src/main-sdl.c	1978	30	Graphics	Graphics	else if (strstr(buf, "Graphics"))	解析ini配置键名，不可译
SRC_09332	medium	possible_name	src/main-sdl.c	1984	30	Bigtile	Bigtile	else if (strstr(buf, "Bigtile"))	解析ini配置键名，不可译
SRC_09333	medium	possible_name	src/main-sdl.c	1988	30	Dbltile	Dbltile	else if (strstr(buf, "Dbltile"))	解析ini配置键名，不可译
SRC_09334	medium	possible_name	src/main-sdl.c	1992	30	Trptile	Trptile	else if (strstr(buf, "Trptile"))	解析ini配置键名，不可译
SRC_09335	medium	possible_name	src/main-sdl.c	1997	30	Window	Window	else if (strstr(buf, "Window"))	解析ini配置键名，不可译
SRC_09336	medium	possible_name	src/main-sdl.c	2001	30	Visible	Visible	else if (strstr(buf, "Visible"))	解析ini配置键名，不可译
SRC_09337	medium	possible_name	src/main-sdl.c	2005	30	Left	Left	else if (strstr(buf, "Left"))	解析ini配置键名，不可译
SRC_09338	medium	possible_name	src/main-sdl.c	2009	30	Top	Top	else if (strstr(buf, "Top"))	解析ini配置键名，不可译
SRC_09339	medium	possible_name	src/main-sdl.c	2013	30	Width	Width	else if (strstr(buf, "Width"))	解析ini配置键名，不可译
SRC_09340	medium	possible_name	src/main-sdl.c	2017	30	Height	Height	else if (strstr(buf, "Height"))	解析ini配置键名，不可译
SRC_09341	medium	possible_name	src/main-sdl.c	2021	30	Keys	Keys	else if (strstr(buf, "Keys"))	解析ini配置键名，不可译
SRC_09342	medium	possible_name	src/main-sdl.c	2025	30	Font	Font	else if (strstr(buf, "Font"))	解析ini配置键名，不可译
SRC_09364	medium	possible_name	src/main-sdl.c	3127	14	Failed to load sound config	加载音效配置失败	plog("Failed to load sound config");	
SRC_09365	medium	possible_name	src/main-sdl.c	3634	31	Options	选项	sdl_ButtonCaption(button, "Options");	
SRC_09366	medium	possible_name	src/main-sdl.c	3644	31	Quit	退出	sdl_ButtonCaption(button, "Quit");	
SRC_09374	medium	possible_name	src/main-sdl.c	4002	25	SDL frontend	SDL 前端	const char help_sdl[] = "SDL frontend";	
SRC_09379	medium	possible_name	src/main-win.c	464	31	YouYuan	YouYuan	#define WIN_DEFAULT_FONT_FACE "YouYuan"	字体名称，不可译
SRC_09384	medium	possible_name	src/main-win.c	610	23	AngList	AngList	static cptr AngList = "AngList";	内部结构体/标识，不可译
SRC_09389	medium	possible_name	src/main-win.c	970	45	Visible	Visible	WritePrivateProfileString(sec_name, "Visible", buf, ini_file);	Windows INI 键名，不可译
SRC_09390	medium	possible_name	src/main-win.c	974	66	Courier	Courier	strcpy(buf, td->lf.lfFaceName[0]!='\\0' ? td->lf.lfFaceName : "Courier");	字体名称，不可译
SRC_09391	medium	possible_name	src/main-win.c	976	41	Font	Font	WritePrivateProfileString(sec_name, "Font", buf, ini_file);	Windows INI 键名，不可译
SRC_09392	medium	possible_name	src/main-win.c	979	41	FontWid	FontWid	WritePrivateProfileString(sec_name, "FontWid", buf, ini_file);	Windows INI 键名，不可译
SRC_09393	medium	possible_name	src/main-win.c	981	41	FontHgt	FontHgt	WritePrivateProfileString(sec_name, "FontHgt", buf, ini_file);	Windows INI 键名，不可译
SRC_09394	medium	possible_name	src/main-win.c	983	41	FontWgt	FontWgt	WritePrivateProfileString(sec_name, "FontWgt", buf, ini_file);	Windows INI 键名，不可译
SRC_09395	medium	possible_name	src/main-win.c	987	41	Bizarre	Bizarre	WritePrivateProfileString(sec_name, "Bizarre", buf, ini_file);	Windows INI 键名，不可译
SRC_09396	medium	possible_name	src/main-win.c	991	41	TileWid	TileWid	WritePrivateProfileString(sec_name, "TileWid", buf, ini_file);	Windows INI 键名，不可译
SRC_09397	medium	possible_name	src/main-win.c	995	41	TileHgt	TileHgt	WritePrivateProfileString(sec_name, "TileHgt", buf, ini_file);	Windows INI 键名，不可译
SRC_09398	medium	possible_name	src/main-win.c	1007	41	NumCols	NumCols	WritePrivateProfileString(sec_name, "NumCols", buf, ini_file);	Windows INI 键名，不可译
SRC_09399	medium	possible_name	src/main-win.c	1012	41	NumRows	NumRows	WritePrivateProfileString(sec_name, "NumRows", buf, ini_file);	Windows INI 键名，不可译
SRC_09400	medium	possible_name	src/main-win.c	1018	45	Maximized	Maximized	WritePrivateProfileString(sec_name, "Maximized", buf, ini_file);	Windows INI 键名，不可译
SRC_09401	medium	possible_name	src/main-win.c	1026	41	PositionX	PositionX	WritePrivateProfileString(sec_name, "PositionX", buf, ini_file);	Windows INI 键名，不可译
SRC_09402	medium	possible_name	src/main-win.c	1030	41	PositionY	PositionY	WritePrivateProfileString(sec_name, "PositionY", buf, ini_file);	Windows INI 键名，不可译
SRC_09403	medium	possible_name	src/main-win.c	1036	45	PositionFix	PositionFix	WritePrivateProfileString(sec_name, "PositionFix", buf, ini_file);	Windows INI 键名，不可译
SRC_09404	medium	possible_name	src/main-win.c	1054	31	Angband	Angband	WritePrivateProfileString("Angband", "Graphics", buf, ini_file);	Windows INI 节名，不可译
SRC_09405	medium	possible_name	src/main-win.c	1054	42	Graphics	Graphics	WritePrivateProfileString("Angband", "Graphics", buf, ini_file);	Windows INI 键名，不可译
SRC_09406	medium	possible_name	src/main-win.c	1058	31	Angband	Angband	WritePrivateProfileString("Angband", "Bigtile", buf, ini_file);	Windows INI 节名，不可译
SRC_09407	medium	possible_name	src/main-win.c	1058	42	Bigtile	Bigtile	WritePrivateProfileString("Angband", "Bigtile", buf, ini_file);	Windows INI 键名，不可译
SRC_09408	medium	possible_name	src/main-win.c	1062	31	Angband	Angband	WritePrivateProfileString("Angband", "Sound", buf, ini_file);	Windows INI 节名，不可译
SRC_09409	medium	possible_name	src/main-win.c	1062	42	Sound	Sound	WritePrivateProfileString("Angband", "Sound", buf, ini_file);	Windows INI 键名，不可译
SRC_09410	medium	possible_name	src/main-win.c	1065	31	Angband	Angband	WritePrivateProfileString("Angband", "ObjListWidth", buf, ini_file);	Windows INI 节名，不可译
SRC_09411	medium	possible_name	src/main-win.c	1065	42	ObjListWidth	ObjListWidth	WritePrivateProfileString("Angband", "ObjListWidth", buf, ini_file);	Windows INI 键名，不可译
SRC_09412	medium	possible_name	src/main-win.c	1067	31	Angband	Angband	WritePrivateProfileString("Angband", "MonListWidth", buf, ini_file);	Windows INI 节名，不可译
SRC_09413	medium	possible_name	src/main-win.c	1067	42	MonListWidth	MonListWidth	WritePrivateProfileString("Angband", "MonListWidth", buf, ini_file);	Windows INI 键名，不可译
SRC_09416	medium	possible_name	src/main-win.c	1097	55	Visible	Visible	td->visible = (GetPrivateProfileInt(sec_name, "Visible", td->visible, ini_file) != 0);	Windows INI 键名，不可译
